Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,ID,What is your age in years?,"What sex were you assigned at birth, such as on an original birth certificate?",What is your gender?,"Please indicate your ethnicity (i.e. peoples’ ethnicity describes their feeling of belonging and attachment to a distinct group of a larger population that shares their ancestry, colour, language or religion)?",,What is your nationality?,,What is your religious affiliation?,,"As a Christian, which of these groups do you identify with? Select all that apply.",,,,,,,,,,Use the slider to indicate how important religion is in your life from 0 (not important at all) to 100 (extremely important).,How often do you think about religious issues?,To what extent do you believe that God or something divine exists?,How often do you take part in religious services?,How often do you pray?,How often do you experience situations in which you have the feeling that God or something divine intervenes in your life?,"The following items describe a variety of concepts. Please rate how disgusting you find the concepts described in the items, where 0 means that you do not find the concept disgusting at all and 6 means that you find the concept extremely disgusting.",,,,,,,,,,,,,,,,,,,,,With how many different partners have you had sex within the past 12 months?,With how many different partners have you had sexual intercourse on one and only one occasion?,With how many different partners have you had sexual intercourse without having an interest in a long-term committed relationship with this person?,Sex without love is OK.,I can imagine myself being comfortable and enjoying “casual” sex with different partners.,"I do not want to have sex with a person until I am sure that we will have a long-term, serious relationship.",How often do you have fantasies about having sex with someone with whom you do not have a committed romantic relationship?,How often do you experience sexual arousal when you are in contact with someone with whom you do not have a committed romantic relationship?,"In everyday life, how often do you have spontaneous fantasies about having sex with someone you have just met?",Below are items that relate to the cultures of different parts of the world. Work quickly and record your first reaction to each item. There are no right or wrong answers. Please indicate the degree to which you agree or disagree with each item using the following five-point scale: Strongly Disagree = 1; Disagree = 2; Neutral = 3; Agree = 4; Strongly Agree = 5,,,,,,,"The following questions concern values that people may or may not hold. Please click bubbles to indicate the degree to which you disagree or agree with each statement, where higher numbers mean you agree with the statement more and lower numbers mean you disagree with the statement more.",,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:32,6/21/24 6:13,41.246.165.12,,,,,6809913473,18,Female,Female,African,,Other (please specify),South Africa,Christian,,Catholic,,,,,Methodist,,,,,81,Very often,Very much so,Once a week,More than once a week,Very often,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",3,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,0,0,"9, Strongly agree","1, Strongly Disagree","9, Strongly agree",2 – very seldom,1 – never,6 – about once a week,4,1,1,5,2,5,5,"6, Strongly agree",5,2,"0, Strongly disagree","6, Strongly agree",2,"6, Strongly agree","6, Strongly agree","6, Strongly agree",2,3,3
1.10016E+11,270409978,6/20/24 21:28,6/20/24 22:33,97.91.26.28,,,,,1823585128,18,Male,male,White/Caucasian,,United States,,None,,,,,,,,,,,,0,Very often,Not at all,Never,Never,Never,3,4,4,4,"0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",2,5,2,"6, Extremely disgusting",5,4,5,5,4,5,5,2,2,0,2,1,6,3,6,7 – several times per week,5 – about once every two weeks,5 – about once every two weeks,4,2,2,2,3,3,2,"6, Strongly agree","0, Strongly disagree","0, Strongly disagree","6, Strongly agree","6, Strongly agree","0, Strongly disagree","6, Strongly agree","0, Strongly disagree","6, Strongly agree","0, Strongly disagree","0, Strongly disagree","0, Strongly disagree"
1.10016E+11,270409978,6/20/24 22:04,6/20/24 22:22,41.4.28.101,,,,,4136388067,23,Female,Female,African,,Other (please specify),South Africa,Christian,,,,,,,,,Baptist,,,68,Occasionally,Very much so,Once a week,More than once a week,Very often,4,"6, Extremely disgusting",4,"6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting",5,4,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",2,3,4,"6, Extremely disgusting",4,3,2,4,1,1,0,2,2,5,2 – very seldom,2 – very seldom,2 – very seldom,1,1,1,2,2,5,3,4,4,4,1,3,"6, Strongly agree",3,5,4,4,"6, Strongly agree",4
1.10016E+11,270409978,6/20/24 22:02,6/20/24 22:08,71.17.186.94,,,,,6041284851,22,Male,Male,White/Caucasian,,Canada,,Christian,,,Protestant,,,,,,,,,45,Never,Very much so,Less often,Three times a month,Often,3,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",4,3,5,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",5,4,"6, Extremely disgusting","6, Extremely disgusting",2,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",5,1,4,4,3,5,4,7 – several times per week,5 – about once every two weeks,6 – about once a week,4,3,4,2,2,4,4,2,5,"6, Strongly agree",3,3,"6, Strongly agree",2,4,2,3,5,5
1.10016E+11,270409978,6/20/24 21:32,6/20/24 21:43,105.245.167.34,,,,,29896033,34,Male,Male,African,,Other (please specify),South African ,Christian,,,,,,,Methodist,,,,,74,Often,Quite a bit,Once a week,More than once a week,Often,4,2,5,"6, Extremely disgusting",3,2,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting",3,5,"6, Extremely disgusting",5,5,5,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,2,3,4,6,7,5,3 – about once every two or three months,4 – about once a month,4 – about once a month,4,1,1,3,4,4,3,3,4,4,1,4,3,4,5,4,4,4,3
1.10016E+11,270409978,6/20/24 21:25,6/20/24 21:42,41.121.31.187,,,,,3644793143,32,Female,Female ,African,,Other (please specify),South Africa ,Christian,,,,,,,Methodist,,,,,100,Occasionally,Very much so,Once a week,More than once a week,Very often,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",3,4,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting",5,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,1,1,"1, Strongly Disagree","1, Strongly Disagree",6,1 – never,1 – never,1 – never,5,1,1,2,5,5,1,4,"6, Strongly agree",4,2,4,"6, Strongly agree","6, Strongly agree","6, Strongly agree","6, Strongly agree",5,"6, Strongly agree",5
1.10016E+11,270409978,6/20/24 21:22,6/20/24 21:41,95.235.44.215,,,,,4911955469,56,Female,Female,White/Caucasian,,Italy,,Christian,,Catholic,,,,,,,,,,25,Rarely,Moderately,A few times a year,Never,Occasionally,"6, Extremely disgusting",2,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,5,"0, Not disgusting at all",5,5,5,2,3,5,"6, Extremely disgusting",4,5,3,4,"6, Extremely disgusting",5,1,1,2,3,5,5,2 – very seldom,2 – very seldom,2 – very seldom,4,2,3,3,2,3,4,2,5,5,3,3,4,4,4,2,4,4,4
1.10016E+11,270409978,6/20/24 21:18,6/20/24 21:40,152.174.2.54,,,,,9592271352,28,Male,Male,Latino/Hispanic,,Other (please specify),Chile,None,,,,,,,,,,,,8,Never,Not at all,Never,Never,Never,4,4,5,4,2,3,3,4,4,5,4,4,4,2,4,3,4,4,4,3,4,3,7–9,7–9,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",2 – very seldom,3 – about once every two or three months,1 – never,3,1,1,3,5,5,2,4,3,3,4,5,2,5,1,1,2,2,2
1.10016E+11,270409978,6/20/24 21:19,6/20/24 21:40,154.159.237.70,,,,,2178014662,34,Male,Male ,African,,Other (please specify),Kenya,Christian,,,Protestant,,,,,,,,,47,Occasionally,Moderately,A few times a year,A few times a year,Occasionally,3,5,"6, Extremely disgusting",3,"6, Extremely disgusting",4,3,3,5,3,5,4,5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",3,"6, Extremely disgusting","6, Extremely disgusting",2,1,3,8,8,"1, Strongly Disagree",8 – nearly every day,7 – several times per week,5 – about once every two weeks,3,2,2,3,5,5,3,"6, Strongly agree",4,5,"6, Strongly agree",5,2,"6, Strongly agree",2,5,1,3,2
1.10016E+11,270409978,6/20/24 21:24,6/20/24 21:37,105.12.7.37,,,,,8050047378,24,Female,Female ,African,,Other (please specify),South Africa ,Christian,,,,,,,,,Baptist,,,100,Very often,Very much so,More than once a week,More than once a week,Very often,"6, Extremely disgusting",5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",3,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",7–9,1,1,4,3,"9, Strongly agree",1 – never,1 – never,1 – never,3,1,1,3,5,5,2,4,"6, Strongly agree",2,3,4,5,"6, Strongly agree",3,"6, Strongly agree","6, Strongly agree",4,4
1.10016E+11,270409978,6/20/24 21:22,6/20/24 21:37,201.162.232.39,,,,,6.34E+08,23,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,13,Often,Moderately,Never,Never,Rarely,"6, Extremely disgusting",2,"6, Extremely disgusting","6, Extremely disgusting",2,4,5,2,3,5,2,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting",4,2,5,"0, Not disgusting at all",2,10–19,7–9,10–19,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",6 – about once a week,7 – several times per week,7 – several times per week,1,1,1,1,5,4,4,"6, Strongly agree","0, Strongly disagree",1,3,4,3,5,5,"6, Strongly agree",1,2,2
1.10016E+11,270409978,6/20/24 21:25,6/20/24 21:36,116.255.44.20,,,,,5280152365,50,Male,Male ,White/Caucasian,,Other (please specify),Australian,None,,,,,,,,,,,,0,Rarely,Moderately,Less often,Less often,Rarely,3,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,5,3,3,"6, Extremely disgusting",3,3,"6, Extremely disgusting","0, Not disgusting at all",5,5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,0,0,0,7,3,5,4 – about once a month,4 – about once a month,6 – about once a week,3,2,1,3,4,4,3,5,5,"6, Strongly agree",1,1,"6, Strongly agree",3,"6, Strongly agree",3,5,5,5
1.10016E+11,270409978,6/20/24 21:23,6/20/24 21:36,41.122.2.106,,,,,4.39E+09,42,Female,Female,African,,Other (please specify),South African ,Christian,,Catholic,,,,,,,,,,100,Often,Very much so,Once a week,More than once a week,Often,5,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting",5,"6, Extremely disgusting",4,"6, Extremely disgusting",5,"6, Extremely disgusting",3,2,1,5,5,5,2 – very seldom,2 – very seldom,2 – very seldom,1,1,1,3,5,5,3,5,4,4,3,"6, Strongly agree","6, Strongly agree","6, Strongly agree",4,5,4,4,4
1.10016E+11,270409978,6/20/24 21:20,6/20/24 21:35,201.236.131.250,,,,,8363609815,42,Male,male,Latino/Hispanic,,Other (please specify),venezuelan,Christian,,Catholic,,,,,,,,,,42,Occasionally,Quite a bit,A few times a year,A few times a year,Rarely,"6, Extremely disgusting",4,5,"6, Extremely disgusting",2,2,5,"0, Not disgusting at all",3,"6, Extremely disgusting","0, Not disgusting at all",5,5,2,3,5,5,4,5,"0, Not disgusting at all",2,3,10–19,5–6,7,8,3,7 – several times per week,2 – very seldom,5 – about once every two weeks,3,1,1,2,2,5,4,4,3,2,3,3,2,5,1,2,2,2,3
1.10016E+11,270409978,6/20/24 21:21,6/20/24 21:35,41.144.100.48,,,,,3489945689,29,Male,Male,African,,Other (please specify),South Africa,Christian,,,,,,,,,,,Christian,55,Occasionally,Moderately,One time a month,A few times a year,Occasionally,4,5,4,5,5,4,5,3,3,4,5,4,5,4,4,4,5,3,5,4,4,4,5–6,5–6,6,6,7,6 – about once a week,6 – about once a week,3 – about once every two or three months,3,4,3,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,3
1.10016E+11,270409978,6/20/24 21:25,6/20/24 21:35,83.99.224.215,,,,,287683464,33,Male,Male ,Rather not say,,Germany,,Christian,,,,,,,Methodist,,,,,0,Never,Not at all,Never,Never,Never,3,4,4,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",2,"6, Extremely disgusting",2,3,"0, Not disgusting at all","0, Not disgusting at all",2,2,5,4,"0, Not disgusting at all","0, Not disgusting at all",2,1,1,0,"1, Strongly Disagree","1, Strongly Disagree",7,2 – very seldom,1 – never,1 – never,5,3,1,4,4,5,5,3,3,"6, Strongly agree",3,2,"6, Strongly agree","6, Strongly agree","6, Strongly agree",3,"6, Strongly agree","6, Strongly agree","6, Strongly agree"
1.10016E+11,270409978,6/20/24 21:25,6/20/24 21:34,67.176.112.241,,,,,3687392359,28,Female,Female,White/Caucasian,,United States,,Christian,,,,,,,,,Baptist,,,55,Often,Quite a bit,Less often,Once a week,Often,"0, Not disgusting at all",5,"6, Extremely disgusting",2,"0, Not disgusting at all",5,3,3,5,"6, Extremely disgusting",5,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,2,5,1,0,0,2,"1, Strongly Disagree",3,2 – very seldom,1 – never,2 – very seldom,3,2,4,1,2,5,1,"6, Strongly agree","0, Strongly disagree",3,1,4,2,5,"6, Strongly agree",1,"6, Strongly agree",3,1
1.10016E+11,270409978,6/20/24 21:23,6/20/24 21:34,77.137.69.233,,,,,4457233613,43,Female,Female,White / Sephardic Jew,,Other (please specify),Israel,None,,,,,,,,,,,,9,Often,Not at all,Never,Never,Never,"6, Extremely disgusting",5,5,"6, Extremely disgusting",2,2,5,3,2,5,3,5,5,3,4,5,"6, Extremely disgusting",5,5,"6, Extremely disgusting",3,1,0,1,3,2,7,1 – never,1 – never,1 – never,3,2,2,2,1,4,3,3,1,4,5,5,5,5,4,5,4,3,5
1.10016E+11,270409978,6/20/24 21:26,6/20/24 21:34,24.65.64.254,,,,,1458721491,42,Male,Male,White/Caucasian,,Canada,,None,,,,,,,,,,,,14,Rarely,Not very much,Less often,Never,Never,5,3,4,5,"0, Not disgusting at all",3,3,3,3,3,3,2,5,2,3,5,3,3,3,2,3,1,5–6,10–19,7,6,2,1 – never,1 – never,2 – very seldom,3,2,2,3,4,4,2,2,4,4,3,4,4,4,5,4,2,4,3
1.10016E+11,270409978,6/20/24 21:25,6/20/24 21:33,50.65.120.163,,,,,4199053796,39,Male,male,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",2,5,"6, Extremely disgusting",4,5,"6, Extremely disgusting",4,5,"6, Extremely disgusting",5,4,"6, Extremely disgusting",4,5,"6, Extremely disgusting","6, Extremely disgusting",4,0,0,0,4,3,5,1 – never,1 – never,1 – never,2,3,2,2,2,3,3,2,4,2,1,2,3,2,4,1,3,4,3
1.10016E+11,270409978,6/20/24 21:20,6/20/24 21:33,37.201.146.156,,,,,6649856022,37,Male,Male,White/Caucasian,,Germany,,None,,,,,,,,,,,,0,Rarely,Moderately,Never,Never,Never,4,"0, Not disgusting at all",4,"6, Extremely disgusting","0, Not disgusting at all",2,5,"0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all",3,"6, Extremely disgusting","0, Not disgusting at all",2,5,"0, Not disgusting at all",2,"6, Extremely disgusting",4,3,0,0,0,"9, Strongly agree",6,5,9 – at least once a day,7 – several times per week,4 – about once a month,3,1,1,1,5,4,1,"6, Strongly agree",1,4,"6, Strongly agree","6, Strongly agree",4,"6, Strongly agree",1,"6, Strongly agree","0, Strongly disagree","0, Strongly disagree",4
1.10016E+11,270409978,6/20/24 21:26,6/20/24 21:33,188.26.223.138,,,,,1793792714,31,Male,Male,Latino/Hispanic,,Spain,,None,,,,,,,,,,,,11,Occasionally,Moderately,Never,Never,Rarely,3,2,3,5,"6, Extremely disgusting",3,3,3,4,5,4,4,3,4,5,4,"6, Extremely disgusting","6, Extremely disgusting",4,4,3,0,0,0,4,2,"9, Strongly agree",2 – very seldom,8 – nearly every day,2 – very seldom,3,3,3,3,3,4,3,4,1,2,5,5,2,4,1,5,1,"0, Strongly disagree",1
1.10016E+11,270409978,6/20/24 21:24,6/20/24 21:32,153.240.129.5,,,,,311574414,37,Female,Female,Latino/Hispanic,,United States,,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Never,Never,"0, Not disgusting at all",2,5,5,"0, Not disgusting at all",4,5,"0, Not disgusting at all",5,5,2,5,3,"0, Not disgusting at all",4,5,"6, Extremely disgusting",2,5,"0, Not disgusting at all",4,1,3,5–6,"9, Strongly agree",7,6,2 – very seldom,2 – very seldom,1 – never,3,1,1,1,5,4,1,4,2,2,5,4,3,3,4,5,1,3,4
1.10016E+11,270409978,6/20/24 21:18,6/20/24 21:32,1.136.24.104,,,,,7.07E+09,26,Male,Male,East Asian,,Other (please specify),Australia,None,,,,,,,,,,,,0,Never,Not very much,Never,Never,Rarely,"0, Not disgusting at all","0, Not disgusting at all",5,"0, Not disgusting at all",4,4,"0, Not disgusting at all","0, Not disgusting at all",5,4,3,4,"0, Not disgusting at all","0, Not disgusting at all",5,5,"6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting",4,1,0,0,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,1 – never,3,1,1,3,5,5,3,3,3,4,5,5,4,5,4,2,"0, Strongly disagree",3,3
1.10016E+11,270409978,6/20/24 21:16,6/20/24 21:31,189.178.101.243,,,,,5563701213,30,Female,woman,Other (please specify):,Asian-Mexican,Mexico,,Other (please specify),Catholic,,,,,,,,,,,10,Never,Quite a bit,Never,Never,Never,4,"6, Extremely disgusting",5,5,5,3,3,3,3,4,4,4,4,5,4,5,"6, Extremely disgusting",5,4,5,5,0,0,0,5,2,5,1 – never,1 – never,1 – never,3,1,2,1,3,3,2,4,2,3,3,4,4,4,4,4,2,3,3
1.10016E+11,270409978,6/20/24 21:23,6/20/24 21:31,190.162.20.149,,,,,457232999,28,Female,Female,Latino/Hispanic,,Other (please specify),Chile,None,,,,,,,,,,,,17,Rarely,Moderately,Less often,One time a month,Rarely,3,5,4,"6, Extremely disgusting",2,"0, Not disgusting at all",2,4,2,"6, Extremely disgusting",5,"6, Extremely disgusting",3,2,4,5,"6, Extremely disgusting","6, Extremely disgusting",3,4,"0, Not disgusting at all",0,0,0,"9, Strongly agree","1, Strongly Disagree",8,2 – very seldom,1 – never,1 – never,3,2,1,1,5,5,1,3,4,2,1,3,2,4,5,4,"0, Strongly disagree","6, Strongly agree",4
1.10016E+11,270409978,6/20/24 21:15,6/20/24 21:31,74.136.52.101,,,,,7211981982,54,Female,female,White/Caucasian,,United States,,Christian,,Catholic,,,,,,,,,,100,Very often,Very much so,Once a week,More than once a week,Often,2,2,5,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",5,5,2,"6, Extremely disgusting","6, Extremely disgusting",2,"6, Extremely disgusting",4,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,0,3,1,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,1 – never,2,2,2,2,5,5,2,1,4,5,2,2,5,4,"6, Strongly agree",1,4,4,4
1.10016E+11,270409978,6/20/24 21:23,6/20/24 21:31,193.179.121.63,,,,,6925650182,40,Male,Male,White/Caucasian,,Other (please specify),Czech,Christian,,Catholic,,,,,,,,,,70,Often,Very much so,Once a week,More than once a week,Very often,5,4,5,"6, Extremely disgusting",3,5,3,2,4,5,2,5,"6, Extremely disgusting",4,5,"6, Extremely disgusting",5,5,"6, Extremely disgusting",3,"6, Extremely disgusting",0,0,0,3,2,3,3 – about once every two or three months,3 – about once every two or three months,4 – about once a month,4,2,3,3,3,4,4,3,3,3,2,4,3,4,4,3,3,4,4
1.10016E+11,270409978,6/20/24 21:26,6/20/24 21:31,82.33.7.51,,,,,3534960282,27,Male,male,White/Caucasian,,United Kingdom,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,2,2,5,5,"0, Not disgusting at all","0, Not disgusting at all",4,2,2,5,2,"6, Extremely disgusting","6, Extremely disgusting",2,4,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,4,1,0,0,7,"1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,2 – very seldom,3,1,1,3,4,4,3,"6, Strongly agree",2,2,4,"6, Strongly agree",3,"6, Strongly agree",3,5,2,4,2
1.10016E+11,270409978,6/20/24 21:19,6/20/24 21:30,41.145.196.197,,,,,6417972817,31,Male,Man,African,,Other (please specify),South African ,Christian,,,,,,,,,,,ZCC ,92,Very often,Very much so,More than once a week,More than once a week,Occasionally,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",2,"0, Not disgusting at all","0, Not disgusting at all",5,"0, Not disgusting at all","0, Not disgusting at all",5,"0, Not disgusting at all",2,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,2,2,1,1,5,6,3,2 – very seldom,1 – never,2 – very seldom,1,1,1,1,5,5,1,"0, Strongly disagree","6, Strongly agree","6, Strongly agree","0, Strongly disagree","0, Strongly disagree","6, Strongly agree","6, Strongly agree","6, Strongly agree",3,5,"6, Strongly agree","6, Strongly agree"
